COD_MUNICIPIO,MPNOM,LATITUD,LONGITUD,DP
15638,Sáchica,5.58359189812,-73.5426340731,15
15646,Samacá,5.49231280648,-73.4856416273,15
15660,San Eduardo,5.22409747529,-73.0777254035,15
15664,San José de Pare,6.01897480756,-73.5453757662,15
15667,San Luis de Gaceno,4.81969008637,-73.168359454,15
15673,San Mateo,6.40168195892,-72.5552600266,15
15676,San Miguel de Sema,5.51808577641,-73.7220038544,15
15681,San Pablo de Borbur,5.65067434872,-74.0699641591,15
15686,Santana,6.05741393498,-73.481231213,15
15690,Santa María,4.85719292711,-73.2635138961,15
15693,Santa Rosa de Viterbo,5.87455316111,-72.9824613082,15
15696,Santa Sofía,5.71326789499,-73.6027094257,15
15720,Sativanorte,6.13113651918,-72.7084627036,15
15723,Sativasur,6.09317687278,-72.7124418159,15
15740,Siachoque,5.51181744443,-73.2446486951,15
15753,Soatá,6.3319109478,-72.6840262208,15
15755,Socotá,6.04117646761,-72.6366624073,15
15757,Socha,5.99671302142,-72.6919658568,15
15759,Sogamoso,5.72568884872,-72.9230476498,15
15761,Somondoco,4.985727338,-73.4333927745,15
15762,Sora,5.56684464415,-73.4501549565,15
15763,Sotaquirá,5.76498918403,-73.2465867116,15
15764,Soracá,5.50090450683,-73.3328033775,15
15774,Susacón,6.23033660169,-72.6902910831,15
15776,Sutamarchán,5.61978069759,-73.6205898779,15
15778,Sutatenza,5.02298844106,-73.4523142451,15
15790,Tasco,5.90981708972,-72.7810075025,15
15798,Tenza,5.07677835138,-73.4211738566,15
15804,Tibaná,5.31725075558,-73.396456268,15
15806,Tibasosa,5.74722853114,-72.9994496769,15
15808,Tinjacá,5.57971084145,-73.6468538952,15
15810,Tipacoque,6.418582881,-72.693172676,15
15814,Toca,5.56646952357,-73.1847912527,15
15816,Togüí,5.93743780547,-73.5136559101,15
15820,Tópaga,5.76819800709,-72.832247594,15
15822,Tota,5.56050183137,-72.9858969227,15
15832,Tununguá,5.730577511,-73.933158144,15
15835,Turmequé,5.32325210287,-73.4918448747,15
15837,Tuta,5.68880380751,-73.2308547731,15
15839,Tutazá,6.03261007719,-72.856038442,15
15842,Úmbita,5.2211724175,-73.4569158202,15
15861,Ventaquemada,5.36885763606,-73.5224525403,15
15879,Viracachá,5.43678857653,-73.2969005657,15
15897,Zetaquira,5.28342464863,-73.1709723341,15
17001,Manizales,5.05768733557,-75.4910467146,17
17013,Aguadas,5.61024846724,-75.454871642,17
17042,Anserma,5.23647611674,-75.784340784,17
17050,Aranzazu,5.27119632374,-75.4912889044,17
17088,Belalcázar,4.99382148715,-75.8119012073,17
17174,Chinchiná,4.98581250175,-75.6074818919,17
17272,Filadelfia,5.29709791696,-75.5624695597,17
17380,La Dorada,5.46047440177,-74.6684167053,17
17388,La Merced,5.3963721836,-75.5465723441,17
17433,Manzanares,5.25570837762,-75.1528372887,17
17442,Marmato,5.47400212843,-75.6002457911,17
17444,Marquetalia,5.29752541271,-75.0530937905,17
17446,Marulanda,5.28433541214,-75.2594017111,17
17486,Neira,5.16670622135,-75.5198428283,17
17495,Norcasia,5.57479382266,-74.8895443807,17
17513,Pácora,5.52717452159,-75.4596225837,17
17524,Palestina,5.01783945198,-75.6244642214,17
17541,Pensilvania,5.38327868783,-75.1603002765,17
17614,Riosucio,5.42367236012,-75.7020653762,17
17616,Risaralda,5.16419213427,-75.7672745412,17
17653,Salamina,5.40301872766,-75.4872184576,17
17662,Samaná,5.41308071675,-74.9922442639,17
17665,San José,5.08231096392,-75.7920593314,17
17777,Supía,5.44683429424,-75.6496602648,17
17867,Victoria,5.31741797231,-74.9111571246,17
17873,Villamaría,5.043806686,-75.513760602,17
17877,Viterbo,5.06266333127,-75.870613237,17
18001,Florencia,1.61792408755,-75.6085597398,18
18029,Albania,1.328518696,-75.8783708545,18
18094,Belén de Los Andaquíes,1.41578334458,-75.8724736813,18
18150,Cartagena del Chairá,1.3331165659,-74.847245546,18
18205,Curillo,1.03347658287,-75.9192010073,18
18247,El Doncello,1.67986937815,-75.2835647468,18
18256,El Paujíl,1.57037091057,-75.3261226748,18
18410,La Montañita,1.4791703207,-75.4364058573,18
18460,Milán,1.29041194077,-75.5069587121,18
18479,Morelia,1.48661416104,-75.7241445423,18
18592,Puerto Rico,1.90893446756,-75.1574899204,18
18610,San José del Fragua,1.33009035894,-75.9736270384,18
18753,San Vicente del Caguán,2.119492544,-74.768675935,18
18756,Solano,0.69897426193,-75.2537069229,18
18785,Solita,0.876668991021,-75.619734067,18
18860,Valparaíso,1.19458258545,-75.7065851397,18
19001,Popayán,2.45994897276,-76.5988923721,19
19022,Almaguer,1.91336278103,-76.8559227702,19
19050,Argelia,2.2567543324,-77.2494517909,19
19075,Balboa,2.04048647608,-77.2158965955,19
19100,Bolívar,1.83741330862,-76.966314876,19
19110,Buenos Aires,3.01543022433,-76.64227784,19
19130,Cajibío,2.62334023515,-76.5708848354,19
19137,Caldono,2.79812829791,-76.4844459642,19
19142,Caloto,3.03407175083,-76.4084869367,19
19212,Corinto,3.17381378314,-76.2613129114,19
19256,El Tambo,2.45137293838,-76.8107676072,19
19290,Florencia,1.68251705547,-77.0725301404,19
19300,Guachené,3.13415024191,-76.3921808995,19
19318,Guapi,2.57134940647,-77.8879701101,19
19355,Inzá,2.54918501375,-76.0634951224,19
19364,Jambaló,2.7778396408,-76.3238756382,19
19392,La Sierra,2.17932480074,-76.7632016273,19
19397,La Vega,2.00178599421,-76.7786274369,19
19418,López de Micay,,,19
19450,Mercaderes,1.7924236808,-77.1641946504,19
19455,Miranda,3.25456871367,-76.2285628308,19
19473,Morales,2.75455782584,-76.6292210027,19
19513,Padilla,3.22084946043,-76.3132915458,19
19517,Páez,,,19
19532,Patía,2.06919819073,-77.053281163,19
19533,Piamonte,1.11792823066,-76.3270881401,19
19548,Piendamó - Tunía,,,19
19573,Puerto Tejada,3.23329388435,-76.4173065509,19
19585,Puracé,2.38106122505,-76.4553662405,19
19622,Rosas,2.26096996661,-76.7403500133,19
19693,San Sebastián,1.83837093703,-76.7693155247,19
19698,Santander de Quilichao,3.0160508863,-76.4853693048,19
19701,Santa Rosa,1.70241741098,-76.5739728417,19
19743,Silvia,2.611815128,-76.3795694468,19
19760,Sotará Paispamba,,,19
19780,Suárez,2.95970043631,-76.6934495691,19
19785,Sucre,2.0382579101,-76.9262768869,19
19807,Timbío,2.34997651977,-76.6842365775,19
19809,Timbiquí,2.77741263243,-77.6675621458,19
19821,Toribío,2.95299012669,-76.2703068212,19
19824,Totoró,2.51025062018,-76.4036268299,19
19845,Villa Rica,3.17757710044,-76.4578733961,19
20001,Valledupar,10.4604806696,-73.2593904181,20
20011,Aguachica,8.30735417168,-73.6129927186,20
20013,Agustín Codazzi,10.040457318,-73.2383965158,20
20032,Astrea,9.49816273938,-73.9758629785,20
20045,Becerril,9.70460046236,-73.2791963317,20
20060,Bosconia,9.975094669,-73.888765758,20
20175,Chimichagua,9.2582722175,-73.8133298841,20
20178,Chiriguaná,9.36118941734,-73.600147529,20
20228,Curumaní,9.20181049336,-73.5409854392,20
20238,El Copey,10.1495254704,-73.9627178522,20
20250,El Paso,9.66847095606,-73.741788511,20
20295,Gamarra,8.32432947636,-73.7380076768,20
20310,González,8.38960324723,-73.380042178,20
20383,La Gloria,8.61929805971,-73.8032098836,20
20400,La Jagua de Ibirico,9.56388783532,-73.3342269159,20
20443,Manaure Balcón del Cesar,10.3907748357,-73.0294704117,20
20517,Pailitas,8.95939949775,-73.6257673178,20
20550,Pelaya,8.68865050982,-73.6663564352,20
20570,Pueblo Bello,10.4172860694,-73.5862472969,20
20614,Río de Oro,8.29228968373,-73.3863920498,20
20621,La Paz,,,20
20710,San Alberto,7.76082444485,-73.3942253371,20
20750,San Diego,10.333031354,-73.1812177024,20
20770,San Martín,7.99989421258,-73.5109750558,20
20787,Tamalameque,8.86172485582,-73.8121730964,20
23001,Montería,8.75981523965,-75.8732573059,23
23068,Ayapel,8.31444592737,-75.1462884773,23
23079,Buenavista,8.22116707849,-75.4808968789,23
23090,Canalete,,,23
23162,Cereté,8.88859098259,-75.7961971634,23
23168,Chimá,9.14947838025,-75.6268945872,23
23182,Chinú,9.10529229865,-75.3997215182,23
23189,Ciénaga de Oro,8.87550305273,-75.6207853009,23
23300,Cotorra,9.03708855987,-75.7991480544,23
23350,La Apartada,8.04990063857,-75.3357616802,23
23417,Lorica,,,23
23419,Los Córdobas,8.89216246089,-76.3551906966,23
23464,Momil,9.24071061295,-75.6779588318,23
23466,Montelíbano,7.97377871713,-75.4168167918,23
23500,Moñitos,9.24527627335,-76.1293957384,23
23555,Planeta Rica,8.40820221055,-75.5832417103,23
23570,Pueblo Nuevo,8.50400390305,-75.5079697769,23
23574,Puerto Escondido,9.00537056386,-76.2604107447,23
23580,Puerto Libertador,7.88883325281,-75.6718011007,23
23586,Purísima de La Concepción,9.23929988718,-75.7248856036,23
23660,Sahagún,8.94312756605,-75.4459201696,23
23670,San Andrés Sotavento,9.14515876439,-75.5088929562,23
23672,San Antero,9.37621656532,-75.7607741431,23
23675,San Bernardo del Viento,9.35228972856,-75.9547986436,23
23678,San Carlos,8.7991072141,-75.698841723,23
23682,San José de Uré,7.78718605251,-75.5331291795,23
23686,San Pelayo,8.95800878711,-75.8351254915,23
23807,Tierralta,8.17037997285,-76.0596965689,23
23815,Tuchín,9.18656992554,-75.5538706654,23
23855,Valencia,8.25501643828,-76.150720786,23
25001,Agua de Dios,4.37531467846,-74.6692192503,25
25019,Albán,4.87802613952,-74.4382648986,25
25035,Anapoima,4.562955419,-74.5285181395,25
25040,Anolaima,4.76169908987,-74.4638356057,25
25053,Arbeláez,4.27248220101,-74.4148233831,25
25086,Beltrán,4.80281214522,-74.7418022426,25
25095,Bituima,4.87224216957,-74.5396180099,25
25099,Bojacá,4.73720453576,-74.3445936942,25
25120,Cabrera,3.98514461399,-74.4845451143,25
25123,Cachipay,4.73095518422,-74.4357007521,25
25126,Cajicá,4.92081005268,-74.0234537112,25
25148,Caparrapí,5.34794115431,-74.4911179964,25
25151,Cáqueza,4.4040950188,-73.9464770211,25
25154,Carmen de Carupa,5.34911594802,-73.901570514,25
25168,Chaguaní,4.9489152926,-74.5934553124,25
25175,Chía,4.86606490054,-74.0503469604,25
25178,Chipaque,4.44267057023,-74.0448735948,25
25181,Choachí,4.52704366102,-73.9228969985,25
25183,Chocontá,5.14522357379,-73.6835259612,25
25200,Cogua,5.06184103042,-73.9784922543,25
25214,Cota,4.81298461,-74.1027271672,25
25224,Cucunubá,5.24976706731,-73.7662193049,25
25245,El Colegio,4.57835941509,-74.4426667684,25
25258,El Peñón,5.24882650548,-74.2901958765,25
25260,El Rosal,4.85053609442,-74.2630068618,25
25269,Facatativá,4.81303164667,-74.3502169563,25
25279,Fómeque,4.48547472611,-73.8925231,25
25281,Fosca,4.33910044417,-73.9390162392,25
25286,Funza,4.71038172914,-74.2014894559,25
25288,Fúquene,5.40403277371,-73.7958567831,25
25290,Fusagasugá,4.33667468248,-74.3754601635,25
25293,Gachalá,4.69357747191,-73.5201588297,25
25295,Gachancipá,4.99091874874,-73.8734668101,25
25297,Gachetá,4.81641129086,-73.6363761477,25
25299,Gama,4.76334094534,-73.6110316368,25
25307,Girardot,4.31307939531,-74.7977961492,25
25312,Granada,4.51976536572,-74.3507638172,25
25317,Guachetá,5.38374153344,-73.6870945845,25
25320,Guaduas,5.07187008998,-74.6029553866,25
25322,Guasca,4.86671913331,-73.8771423949,25
25324,Guataquí,4.5174185796,-74.7899684165,25
25326,Guatavita,4.93513630968,-73.8329037894,25
25328,Guayabal de Síquima,4.87796944798,-74.4674372775,25
25335,Guayabetal,4.21529724505,-73.8150933246,25
25339,Gutiérrez,4.25467590551,-74.0030457779,25
25368,Jerusalén,4.56230969976,-74.6954162724,25
25372,Junín,4.79038167706,-73.6629251148,25
25377,La Calera,4.72138578652,-73.967966495,25
25386,La Mesa,4.63104312817,-74.4615492187,25
25394,La Palma,5.35881843551,-74.3910209321,25
25398,La Peña,5.19896214326,-74.3940946971,25
25402,La Vega,4.993079959,-74.331153833,25
25407,Lenguazaque,5.30614737724,-73.7114939184,25
25426,Machetá,5.08019042488,-73.6083234775,25
25430,Madrid,4.73273240481,-74.2637266314,25
25436,Manta,5.00905719083,-73.5404981602,25
25438,Medina,4.50661521497,-73.3491229581,25
25473,Mosquera,4.70701024824,-74.2193416046,25
25483,Nariño,4.39983661649,-74.8247329958,25
25486,Nemocón,5.0687018248,-73.8778894768,25
25488,Nilo,4.30580601104,-74.6199683585,25
25489,Nimaima,5.12602571317,-74.3860115955,25
25491,Nocaima,5.06946324832,-74.3791125286,25
25506,Venecia,4.0889533173,-74.4781884861,25
25513,Pacho,5.13694532224,-74.156116064,25
25518,Paime,5.37048460317,-74.1522155939,25
25524,Pandi,4.19039063967,-74.4866421835,25
25530,Paratebueno,4.37483210325,-73.2128246502,25
25535,Pasca,4.30905937901,-74.3024837134,25
25572,Puerto Salgar,5.46542650967,-74.6537031753,25
25580,Pulí,4.68179462875,-74.7144742699,25
25592,Quebradanegra,5.11806886067,-74.4801450411,25
25594,Quetame,4.32982614634,-73.863113968,25
25596,Quipile,4.74480125713,-74.5337016265,25
25599,Apulo,4.52034489324,-74.5938056203,25
25612,Ricaurte,4.28211362022,-74.7728657999,25
25645,San Antonio del Tequendama,4.61613464307,-74.3514505895,25
25649,San Bernardo,4.1794285861,-74.422961919,25
25653,San Cayetano,,,25
25658,San Francisco,4.97291953172,-74.2896710065,25
25662,San Juan de Rioseco,4.84757915971,-74.6219134166,25
25718,Sasaima,4.96216463559,-74.4326283935,25
25736,Sesquilé,5.04472822375,-73.7961289492,25
