COD_MUNICIPIO,MPNOM,LATITUD,LONGITUD,DP
94343,Barrancominas (CD),3.49400987689,-69.8132480332,94
94663,Mapiripana (CD),2.812145587,-70.476253922,94
94883,San Felipe (CD),1.91304714128,-67.0677480541,94
94884,Puerto Colombia (CD),2.72646647625,-67.5667868341,94
94885,La Guadalupe (CD),,,94
94886,Cacahual (CD),3.52617006284,-67.4133116058,94
94887,Pana Pana (CD),,,94
94888,Morichal (CD),,,94
95001,San José del Guaviare,2.56608342423,-72.6390287201,95
95015,Calamar,1.96010887255,-72.6551728661,95
95025,El Retorno,2.33015845935,-72.6271855241,95
95200,Miraflores,1.3375761026,-71.9505425816,95
97001,Mitú,1.25118655571,-70.2347514774,97
97161,Carurú,1.014600462,-71.297793263,97
97511,Pacoa (CD),0.0207023436272,-71.0043443529,97
97666,Taraira,-0.568198309995,-69.6402663643,97
97777,Papunahua (CD),,,97
97889,Yavaraté (CD),0.609141827242,-69.2033361301,97
99001,Puerto Carreño,6.1868629253,-67.4869961433,99
99524,La Primavera,5.48633716237,-70.4104207997,99
99624,Santa Rosalía,5.13643185127,-70.859744312,99
99773,Cumaribo,4.44635160128,-69.7955302016,99
