YEAR,MUNICIPIO,DPTO,CODE_DPTO,CODE_MUNICIPIO,CANTIDAD,POPULATION,LONGITUD,LATITUD
2018,ROSAS,CAUCA,19,19622,9,11475,-76.7403500133,2.26096996661
2017,ROSAS,CAUCA,19,19622,8,11409,-76.7403500133,2.26096996661
2020,ROSAS,CAUCA,19,19622,7,11539,-76.7403500133,2.26096996661
2016,ROSAS,CAUCA,19,19622,3,11393,-76.7403500133,2.26096996661
2021,VICTORIA,CALDAS,17,17867,23,10440,-74.9111571246,5.31741797231
2020,VICTORIA,CALDAS,17,17867,10,10351,-74.9111571246,5.31741797231
2016,VICTORIA,CALDAS,17,17867,9,10163,-74.9111571246,5.31741797231
2017,VICTORIA,CALDAS,17,17867,8,10140,-74.9111571246,5.31741797231
2022,VICTORIA,CALDAS,17,17867,7,10533,-74.9111571246,5.31741797231
2018,VICTORIA,CALDAS,17,17867,6,10157,-74.9111571246,5.31741797231
2019,VICTORIA,CALDAS,17,17867,3,10255,-74.9111571246,5.31741797231
2020,SALAMINA,CALDAS,17,17653,23,19393,-75.4872184576,5.40301872766
2021,SALAMINA,CALDAS,17,17653,19,19559,-75.4872184576,5.40301872766
2019,SALAMINA,CALDAS,17,17653,14,19387,-75.4872184576,5.40301872766
2016,SALAMINA,CALDAS,17,17653,13,19703,-75.4872184576,5.40301872766
2022,SALAMINA,CALDAS,17,17653,11,19733,-75.4872184576,5.40301872766
2018,SALAMINA,CALDAS,17,17653,10,19467,-75.4872184576,5.40301872766
2017,SALAMINA,CALDAS,17,17653,8,19644,-75.4872184576,5.40301872766
2018,SAN PABLO DE BORBUR,BOYACA,15,15681,23,6608,-74.0699641591,5.65067434872
2016,SAN PABLO DE BORBUR,BOYACA,15,15681,12,6507,-74.0699641591,5.65067434872
2020,SAN PABLO DE BORBUR,BOYACA,15,15681,12,6716,-74.0699641591,5.65067434872
2017,SAN PABLO DE BORBUR,BOYACA,15,15681,10,6632,-74.0699641591,5.65067434872
2021,SAN PABLO DE BORBUR,BOYACA,15,15681,5,6764,-74.0699641591,5.65067434872
2019,SAN PABLO DE BORBUR,BOYACA,15,15681,5,6664,-74.0699641591,5.65067434872
2021,TRINIDAD,CASANARE,85,85430,23,13573,-71.6633415586,5.41221523214
2016,TRINIDAD,CASANARE,85,85430,18,12779,-71.6633415586,5.41221523214
2019,TRINIDAD,CASANARE,85,85430,17,13350,-71.6633415586,5.41221523214
2017,TRINIDAD,CASANARE,85,85430,15,12968,-71.6633415586,5.41221523214
2020,TRINIDAD,CASANARE,85,85430,13,13449,-71.6633415586,5.41221523214
2018,TRINIDAD,CASANARE,85,85430,12,13233,-71.6633415586,5.41221523214
2022,TRINIDAD,CASANARE,85,85430,8,13660,-71.6633415586,5.41221523214
2021,SANTO TOMAS,ATLANTICO,8,8685,22,32574,-74.7577207286,10.7587230349
2020,SANTO TOMAS,ATLANTICO,8,8685,9,32000,-74.7577207286,10.7587230349
2016,SANTO TOMAS,ATLANTICO,8,8685,8,28502,-74.7577207286,10.7587230349
2022,SANTO TOMAS,ATLANTICO,8,8685,7,32960,-74.7577207286,10.7587230349
2018,SANTO TOMAS,ATLANTICO,8,8685,6,29829,-74.7577207286,10.7587230349
2017,SANTO TOMAS,ATLANTICO,8,8685,5,29001,-74.7577207286,10.7587230349
2020,IQUIRA,HUILA,41,41357,22,9345,-75.6345024698,2.64935228705
2021,IQUIRA,HUILA,41,41357,16,9422,-75.6345024698,2.64935228705
2018,IQUIRA,HUILA,41,41357,12,9248,-75.6345024698,2.64935228705
2019,IQUIRA,HUILA,41,41357,10,9291,-75.6345024698,2.64935228705
2017,IQUIRA,HUILA,41,41357,6,9175,-75.6345024698,2.64935228705
2016,IQUIRA,HUILA,41,41357,4,9085,-75.6345024698,2.64935228705
2022,IQUIRA,HUILA,41,41357,3,9497,-75.6345024698,2.64935228705
2021,PUERTO PARRA,SANTANDER,68,68573,22,8107,-74.0560908372,6.65080789008
2020,PUERTO PARRA,SANTANDER,68,68573,15,8017,-74.0560908372,6.65080789008
2019,PUERTO PARRA,SANTANDER,68,68573,9,7846,-74.0560908372,6.65080789008
2018,PUERTO PARRA,SANTANDER,68,68573,9,7640,-74.0560908372,6.65080789008
2022,PUERTO PARRA,SANTANDER,68,68573,6,8169,-74.0560908372,6.65080789008
2017,PUERTO PARRA,SANTANDER,68,68573,3,7524,-74.0560908372,6.65080789008
2016,PUERTO PARRA,SANTANDER,68,68573,2,7493,-74.0560908372,6.65080789008
2020,RIOSUCIO,CHOCO,27,27615,22,55232,-77.1131097247,7.43663369807
2017,RIOSUCIO,CHOCO,27,27615,20,51564,-77.1131097247,7.43663369807
2016,RIOSUCIO,CHOCO,27,27615,14,49710,-77.1131097247,7.43663369807
2019,RIOSUCIO,CHOCO,27,27615,13,54458,-77.1131097247,7.43663369807
2018,RIOSUCIO,CHOCO,27,27615,13,53449,-77.1131097247,7.43663369807
2021,RIOSUCIO,CHOCO,27,27615,12,55690,-77.1131097247,7.43663369807
2021,PUERTO CONCORDIA,META,50,50450,22,8640,-72.7600452582,2.62308359227
2020,PUERTO CONCORDIA,META,50,50450,15,8569,-72.7600452582,2.62308359227
2019,PUERTO CONCORDIA,META,50,50450,6,8484,-72.7600452582,2.62308359227
2018,PUERTO CONCORDIA,META,50,50450,5,8390,-72.7600452582,2.62308359227
2022,PUERTO CONCORDIA,META,50,50450,4,8707,-72.7600452582,2.62308359227
2017,PUERTO CONCORDIA,META,50,50450,3,8362,-72.7600452582,2.62308359227
2016,PUERTO CONCORDIA,META,50,50450,3,8289,-72.7600452582,2.62308359227
2021,SAN LUIS,ANTIOQUIA,5,5660,22,13327,-74.9936401255,6.04298332565
2020,SAN LUIS,ANTIOQUIA,5,5660,20,13123,-74.9936401255,6.04298332565
2016,SAN LUIS,ANTIOQUIA,5,5660,16,12993,-74.9936401255,6.04298332565
2019,SAN LUIS,ANTIOQUIA,5,5660,14,13035,-74.9936401255,6.04298332565
2017,SAN LUIS,ANTIOQUIA,5,5660,12,13005,-74.9936401255,6.04298332565
2022,SAN LUIS,ANTIOQUIA,5,5660,8,13532,-74.9936401255,6.04298332565
2018,SAN LUIS,ANTIOQUIA,5,5660,7,12995,-74.9936401255,6.04298332565
2020,MESETAS,META,50,50330,22,10430,-74.0443712626,3.38325958558
2021,MESETAS,META,50,50330,19,10516,-74.0443712626,3.38325958558
2018,MESETAS,META,50,50330,15,11159,-74.0443712626,3.38325958558
2017,MESETAS,META,50,50330,14,11113,-74.0443712626,3.38325958558
2019,MESETAS,META,50,50330,12,10706,-74.0443712626,3.38325958558
2016,MESETAS,META,50,50330,6,11021,-74.0443712626,3.38325958558
2022,MESETAS,META,50,50330,3,10598,-74.0443712626,3.38325958558
2017,OPORAPA,HUILA,41,41503,22,11467,-75.9951786162,2.02505692943
2019,OPORAPA,HUILA,41,41503,20,11779,-75.9951786162,2.02505692943
2016,OPORAPA,HUILA,41,41503,16,11310,-75.9951786162,2.02505692943
2021,OPORAPA,HUILA,41,41503,11,12020,-75.9951786162,2.02505692943
2018,OPORAPA,HUILA,41,41503,10,11629,-75.9951786162,2.02505692943
2020,OPORAPA,HUILA,41,41503,8,11920,-75.9951786162,2.02505692943
2022,OPORAPA,HUILA,41,41503,1,12116,-75.9951786162,2.02505692943
2018,ANGELOPOLIS,ANTIOQUIA,5,5036,22,5756,-75.7113533837,6.10961277767
2019,ANGELOPOLIS,ANTIOQUIA,5,5036,20,5790,-75.7113533837,6.10961277767
2021,ANGELOPOLIS,ANTIOQUIA,5,5036,19,5932,-75.7113533837,6.10961277767
2017,ANGELOPOLIS,ANTIOQUIA,5,5036,18,5745,-75.7113533837,6.10961277767
2016,ANGELOPOLIS,ANTIOQUIA,5,5036,12,5781,-75.7113533837,6.10961277767
2020,ANGELOPOLIS,ANTIOQUIA,5,5036,5,5841,-75.7113533837,6.10961277767
2022,ANGELOPOLIS,ANTIOQUIA,5,5036,2,6023,-75.7113533837,6.10961277767
2021,LA SIERRA,CAUCA,19,19392,22,10740,-76.7632016273,2.17932480074
2017,LA SIERRA,CAUCA,19,19392,16,10807,-76.7632016273,2.17932480074
2019,LA SIERRA,CAUCA,19,19392,14,10674,-76.7632016273,2.17932480074
2020,LA SIERRA,CAUCA,19,19392,12,10655,-76.7632016273,2.17932480074
2018,LA SIERRA,CAUCA,19,19392,9,10749,-76.7632016273,2.17932480074
2016,LA SIERRA,CAUCA,19,19392,5,10832,-76.7632016273,2.17932480074
2022,LA SIERRA,CAUCA,19,19392,4,10825,-76.7632016273,2.17932480074
2020,ZIPACON,CUNDINAMARCA,25,25898,22,5022,-74.3795933564,4.75992897105
2021,ZIPACON,CUNDINAMARCA,25,25898,14,5221,-74.3795933564,4.75992897105
2019,ZIPACON,CUNDINAMARCA,25,25898,10,4836,-74.3795933564,4.75992897105
2017,ZIPACON,CUNDINAMARCA,25,25898,7,4501,-74.3795933564,4.75992897105
2018,ZIPACON,CUNDINAMARCA,25,25898,5,4659,-74.3795933564,4.75992897105
2016,ZIPACON,CUNDINAMARCA,25,25898,5,4364,-74.3795933564,4.75992897105
2022,ZIPACON,CUNDINAMARCA,25,25898,2,5386,-74.3795933564,4.75992897105
2019,COELLO,TOLIMA,73,73200,22,8286,-74.8984673202,4.28728335548
2020,COELLO,TOLIMA,73,73200,18,8320,-74.8984673202,4.28728335548
2021,COELLO,TOLIMA,73,73200,18,8345,-74.8984673202,4.28728335548
2017,COELLO,TOLIMA,73,73200,11,8276,-74.8984673202,4.28728335548
2018,COELLO,TOLIMA,73,73200,10,8248,-74.8984673202,4.28728335548
2016,COELLO,TOLIMA,73,73200,10,8283,-74.8984673202,4.28728335548
2022,COELLO,TOLIMA,73,73200,3,8364,-74.8984673202,4.28728335548
2021,ANOLAIMA,CUNDINAMARCA,25,25040,22,15156,-74.4638356057,4.76169908987
2018,ANOLAIMA,CUNDINAMARCA,25,25040,9,13816,-74.4638356057,4.76169908987
2022,ANOLAIMA,CUNDINAMARCA,25,25040,9,15633,-74.4638356057,4.76169908987
2020,ANOLAIMA,CUNDINAMARCA,25,25040,8,14577,-74.4638356057,4.76169908987
2016,ANOLAIMA,CUNDINAMARCA,25,25040,8,13072,-74.4638356057,4.76169908987
2017,ANOLAIMA,CUNDINAMARCA,25,25040,5,13424,-74.4638356057,4.76169908987
2019,ANOLAIMA,CUNDINAMARCA,25,25040,1,14161,-74.4638356057,4.76169908987
2020,ZAPATOCA,SANTANDER,68,68895,22,9566,-73.2679103601,6.81433905181
2016,ZAPATOCA,SANTANDER,68,68895,20,9410,-73.2679103601,6.81433905181
2017,ZAPATOCA,SANTANDER,68,68895,15,9452,-73.2679103601,6.81433905181
2019,ZAPATOCA,SANTANDER,68,68895,9,9507,-73.2679103601,6.81433905181
2018,ZAPATOCA,SANTANDER,68,68895,7,9466,-73.2679103601,6.81433905181
2021,ZAPATOCA,SANTANDER,68,68895,4,9672,-73.2679103601,6.81433905181
2022,ZAPATOCA,SANTANDER,68,68895,2,9746,-73.2679103601,6.81433905181
2017,SAN JOSE DE PARE,BOYACA,15,15664,22,4978,-73.5453757662,6.01897480756
2016,SAN JOSE DE PARE,BOYACA,15,15664,18,4973,-73.5453757662,6.01897480756
2021,SAN JOSE DE PARE,BOYACA,15,15664,13,5034,-73.5453757662,6.01897480756
2019,SAN JOSE DE PARE,BOYACA,15,15664,9,4989,-73.5453757662,6.01897480756
2020,SAN JOSE DE PARE,BOYACA,15,15664,5,4999,-73.5453757662,6.01897480756
2018,SAN JOSE DE PARE,BOYACA,15,15664,5,4988,-73.5453757662,6.01897480756
2022,SAN JOSE DE PARE,BOYACA,15,15664,4,5066,-73.5453757662,6.01897480756
2018,MOMIL,CORDOBA,23,23464,22,19590,-75.6779588318,9.24071061295
2016,MOMIL,CORDOBA,23,23464,15,19180,-75.6779588318,9.24071061295
2021,MOMIL,CORDOBA,23,23464,13,20285,-75.6779588318,9.24071061295
2019,MOMIL,CORDOBA,23,23464,12,19876,-75.6779588318,9.24071061295
2017,MOMIL,CORDOBA,23,23464,11,19318,-75.6779588318,9.24071061295
2020,MOMIL,CORDOBA,23,23464,6,20117,-75.6779588318,9.24071061295
2022,MOMIL,CORDOBA,23,23464,1,20422,-75.6779588318,9.24071061295
2019,MAPIRIPAN,META,50,50325,22,7086,-72.1356448716,2.89643885969
2020,MAPIRIPAN,META,50,50325,20,7156,-72.1356448716,2.89643885969
2021,MAPIRIPAN,META,50,50325,11,7215,-72.1356448716,2.89643885969
2018,MAPIRIPAN,META,50,50325,11,7007,-72.1356448716,2.89643885969
2016,MAPIRIPAN,META,50,50325,3,6990,-72.1356448716,2.89643885969
2022,MAPIRIPAN,META,50,50325,3,7271,-72.1356448716,2.89643885969
2017,MAPIRIPAN,META,50,50325,2,6986,-72.1356448716,2.89643885969
2020,VERGARA,CUNDINAMARCA,25,25862,22,7167,-74.3463679542,5.11730960751
2019,VERGARA,CUNDINAMARCA,25,25862,9,6975,-74.3463679542,5.11730960751
2018,VERGARA,CUNDINAMARCA,25,25862,5,6847,-74.3463679542,5.11730960751
2022,VERGARA,CUNDINAMARCA,25,25862,4,7686,-74.3463679542,5.11730960751
2021,VERGARA,CUNDINAMARCA,25,25862,3,7452,-74.3463679542,5.11730960751
2017,VERGARA,CUNDINAMARCA,25,25862,2,6737,-74.3463679542,5.11730960751
2016,VERGARA,CUNDINAMARCA,25,25862,1,6670,-74.3463679542,5.11730960751
2021,ALMAGUER,CAUCA,19,19022,22,18322,-76.8559227702,1.91336278103
2020,ALMAGUER,CAUCA,19,19022,18,18177,-76.8559227702,1.91336278103
2019,ALMAGUER,CAUCA,19,19022,11,18263,-76.8559227702,1.91336278103
2018,ALMAGUER,CAUCA,19,19022,9,18449,-76.8559227702,1.91336278103
2016,ALMAGUER,CAUCA,19,19022,9,18490,-76.8559227702,1.91336278103
2017,ALMAGUER,CAUCA,19,19022,8,18430,-76.8559227702,1.91336278103
2022,ALMAGUER,CAUCA,19,19022,6,18468,-76.8559227702,1.91336278103
2017,TINJACA,BOYACA,15,15808,21,3238,-73.6468538952,5.57971084145
2020,TINJACA,BOYACA,15,15808,14,3351,-73.6468538952,5.57971084145
2021,TINJACA,BOYACA,15,15808,12,3375,-73.6468538952,5.57971084145
2016,TINJACA,BOYACA,15,15808,11,3226,-73.6468538952,5.57971084145
2019,TINJACA,BOYACA,15,15808,10,3313,-73.6468538952,5.57971084145
2018,TINJACA,BOYACA,15,15808,10,3266,-73.6468538952,5.57971084145
2021,CUCUTILLA,NORTE DE SANTANDER,54,54223,21,8591,-72.7725742725,7.53899847059
2020,CUCUTILLA,NORTE DE SANTANDER,54,54223,18,8475,-72.7725742725,7.53899847059
2016,CUCUTILLA,NORTE DE SANTANDER,54,54223,6,7873,-72.7725742725,7.53899847059
2022,CUCUTILLA,NORTE DE SANTANDER,54,54223,4,8636,-72.7725742725,7.53899847059
2018,CUCUTILLA,NORTE DE SANTANDER,54,54223,2,8095,-72.7725742725,7.53899847059
2017,CUCUTILLA,NORTE DE SANTANDER,54,54223,2,7923,-72.7725742725,7.53899847059
2019,CUCUTILLA,NORTE DE SANTANDER,54,54223,1,8307,-72.7725742725,7.53899847059
2017,JARDIN,ANTIOQUIA,5,5364,21,14459,-75.8189807815,5.59753984677
2021,JARDIN,ANTIOQUIA,5,5364,15,15060,-75.8189807815,5.59753984677
2018,JARDIN,ANTIOQUIA,5,5364,12,14518,-75.8189807815,5.59753984677
2019,JARDIN,ANTIOQUIA,5,5364,10,14662,-75.8189807815,5.59753984677
2020,JARDIN,ANTIOQUIA,5,5364,4,14830,-75.8189807815,5.59753984677
2022,JARDIN,ANTIOQUIA,5,5364,4,15293,-75.8189807815,5.59753984677
2016,JARDIN,ANTIOQUIA,5,5364,3,14357,-75.8189807815,5.59753984677
2020,SANTA SOFIA,BOYACA,15,15696,21,3212,-73.6027094257,5.71326789499
2019,SANTA SOFIA,BOYACA,15,15696,19,3195,-73.6027094257,5.71326789499
2018,SANTA SOFIA,BOYACA,15,15696,17,3179,-73.6027094257,5.71326789499
2021,SANTA SOFIA,BOYACA,15,15696,13,3235,-73.6027094257,5.71326789499
2017,SANTA SOFIA,BOYACA,15,15696,12,3167,-73.6027094257,5.71326789499
2016,SANTA SOFIA,BOYACA,15,15696,4,3153,-73.6027094257,5.71326789499
2022,SANTA SOFIA,BOYACA,15,15696,1,3255,-73.6027094257,5.71326789499
2020,NUNCHIA,CASANARE,85,85225,21,8713,-72.1950710689,5.63666390187
2018,NUNCHIA,CASANARE,85,85225,20,8826,-72.1950710689,5.63666390187
2021,NUNCHIA,CASANARE,85,85225,18,8793,-72.1950710689,5.63666390187
2019,NUNCHIA,CASANARE,85,85225,12,8738,-72.1950710689,5.63666390187
2017,NUNCHIA,CASANARE,85,85225,10,8663,-72.1950710689,5.63666390187
2016,NUNCHIA,CASANARE,85,85225,8,8556,-72.1950710689,5.63666390187
2022,NUNCHIA,CASANARE,85,85225,4,8850,-72.1950710689,5.63666390187
2021,SAN CARLOS,CORDOBA,23,23678,21,27591,-75.698841723,8.7991072141
2020,SAN CARLOS,CORDOBA,23,23678,17,27368,-75.698841723,8.7991072141
2019,SAN CARLOS,CORDOBA,23,23678,13,27174,-75.698841723,8.7991072141
2017,SAN CARLOS,CORDOBA,23,23678,8,26586,-75.698841723,8.7991072141
2016,SAN CARLOS,CORDOBA,23,23678,8,26357,-75.698841723,8.7991072141
2018,SAN CARLOS,CORDOBA,23,23678,7,26954,-75.698841723,8.7991072141
2022,SAN CARLOS,CORDOBA,23,23678,5,27777,-75.698841723,8.7991072141
2020,PUERTO CAICEDO,PUTUMAYO,86,86569,21,16007,-76.6057791692,0.6877836264
2019,PUERTO CAICEDO,PUTUMAYO,86,86569,14,16033,-76.6057791692,0.6877836264
2017,PUERTO CAICEDO,PUTUMAYO,86,86569,8,15824,-76.6057791692,0.6877836264
2018,PUERTO CAICEDO,PUTUMAYO,86,86569,8,16095,-76.6057791692,0.6877836264
2016,PUERTO CAICEDO,PUTUMAYO,86,86569,4,15596,-76.6057791692,0.6877836264
2022,PUERTO CAICEDO,PUTUMAYO,86,86569,3,16448,-76.6057791692,0.6877836264
2021,PUERTO CAICEDO,PUTUMAYO,86,86569,2,16226,-76.6057791692,0.6877836264
2016,LA UNION,ANTIOQUIA,5,5400,21,20784,-75.3608622911,5.97387113417
2017,LA UNION,ANTIOQUIA,5,5400,21,21075,-75.3608622911,5.97387113417
2019,LA UNION,ANTIOQUIA,5,5400,21,21963,-75.3608622911,5.97387113417
2021,LA UNION,ANTIOQUIA,5,5400,20,22742,-75.3608622911,5.97387113417
2018,LA UNION,ANTIOQUIA,5,5400,19,21475,-75.3608622911,5.97387113417
2020,LA UNION,ANTIOQUIA,5,5400,10,22391,-75.3608622911,5.97387113417
2022,LA UNION,ANTIOQUIA,5,5400,2,23094,-75.3608622911,5.97387113417
2020,ONZAGA,SANTANDER,68,68502,21,4082,-72.8167547282,6.34409903428
2021,ONZAGA,SANTANDER,68,68502,16,4127,-72.8167547282,6.34409903428
2018,ONZAGA,SANTANDER,68,68502,6,4183,-72.8167547282,6.34409903428
2017,ONZAGA,SANTANDER,68,68502,3,4300,-72.8167547282,6.34409903428
2019,ONZAGA,SANTANDER,68,68502,3,4111,-72.8167547282,6.34409903428
2022,ONZAGA,SANTANDER,68,68502,2,4159,-72.8167547282,6.34409903428
2016,ONZAGA,SANTANDER,68,68502,2,4377,-72.8167547282,6.34409903428
2021,GACHETA,CUNDINAMARCA,25,25297,21,8878,-73.6363761477,4.81641129086
2020,GACHETA,CUNDINAMARCA,25,25297,21,8539,-73.6363761477,4.81641129086
2019,GACHETA,CUNDINAMARCA,25,25297,16,8439,-73.6363761477,4.81641129086
2022,GACHETA,CUNDINAMARCA,25,25297,16,9157,-73.6363761477,4.81641129086
2016,GACHETA,CUNDINAMARCA,25,25297,8,8296,-73.6363761477,4.81641129086
2018,GACHETA,CUNDINAMARCA,25,25297,6,8425,-73.6363761477,4.81641129086
2017,GACHETA,CUNDINAMARCA,25,25297,4,8334,-73.6363761477,4.81641129086
2019,GOMEZ PLATA,ANTIOQUIA,5,5310,21,9828,-75.2200360918,6.68327964232
2018,GOMEZ PLATA,ANTIOQUIA,5,5310,19,9753,-75.2200360918,6.68327964232
2016,GOMEZ PLATA,ANTIOQUIA,5,5310,14,9662,-75.2200360918,6.68327964232
2017,GOMEZ PLATA,ANTIOQUIA,5,5310,13,9676,-75.2200360918,6.68327964232
2020,GOMEZ PLATA,ANTIOQUIA,5,5310,9,9921,-75.2200360918,6.68327964232
2021,GOMEZ PLATA,ANTIOQUIA,5,5310,2,10075,-75.2200360918,6.68327964232
2016,PUERTO NARE,ANTIOQUIA,5,5585,21,14370,-74.5830116056,6.18602382303
2020,PUERTO NARE,ANTIOQUIA,5,5585,15,14440,-74.5830116056,6.18602382303
2019,PUERTO NARE,ANTIOQUIA,5,5585,11,14384,-74.5830116056,6.18602382303
2021,PUERTO NARE,ANTIOQUIA,5,5585,8,14664,-74.5830116056,6.18602382303
2017,PUERTO NARE,ANTIOQUIA,5,5585,7,14389,-74.5830116056,6.18602382303
2018,PUERTO NARE,ANTIOQUIA,5,5585,7,14380,-74.5830116056,6.18602382303
2022,PUERTO NARE,ANTIOQUIA,5,5585,6,14890,-74.5830116056,6.18602382303
2017,FRONTINO,ANTIOQUIA,5,5284,21,20820,-76.1307652118,6.77606285319
2016,FRONTINO,ANTIOQUIA,5,5284,20,20813,-76.1307652118,6.77606285319
2018,FRONTINO,ANTIOQUIA,5,5284,15,20739,-76.1307652118,6.77606285319
2021,FRONTINO,ANTIOQUIA,5,5284,10,21021,-76.1307652118,6.77606285319
2020,FRONTINO,ANTIOQUIA,5,5284,9,20700,-76.1307652118,6.77606285319
2019,FRONTINO,ANTIOQUIA,5,5284,8,20657,-76.1307652118,6.77606285319
2022,FRONTINO,ANTIOQUIA,5,5284,5,21346,-76.1307652118,6.77606285319
2019,CHINACOTA,NORTE DE SANTANDER,54,54172,21,18176,-72.601158456,7.60295918667
2020,CHINACOTA,NORTE DE SANTANDER,54,54172,19,18858,-72.601158456,7.60295918667
2021,CHINACOTA,NORTE DE SANTANDER,54,54172,16,19120,-72.601158456,7.60295918667
2016,CHINACOTA,NORTE DE SANTANDER,54,54172,14,16442,-72.601158456,7.60295918667
2018,CHINACOTA,NORTE DE SANTANDER,54,54172,13,17263,-72.601158456,7.60295918667
2017,CHINACOTA,NORTE DE SANTANDER,54,54172,8,16709,-72.601158456,7.60295918667
2022,CHINACOTA,NORTE DE SANTANDER,54,54172,3,19219,-72.601158456,7.60295918667
2019,PAJARITO,BOYACA,15,15518,21,2400,-72.7032202088,5.29364101567
2018,PAJARITO,BOYACA,15,15518,18,2390,-72.7032202088,5.29364101567
2021,PAJARITO,BOYACA,15,15518,15,2431,-72.7032202088,5.29364101567
2020,PAJARITO,BOYACA,15,15518,15,2414,-72.7032202088,5.29364101567
2017,PAJARITO,BOYACA,15,15518,13,2360,-72.7032202088,5.29364101567
2016,PAJARITO,BOYACA,15,15518,8,2395,-72.7032202088,5.29364101567
2022,PAJARITO,BOYACA,15,15518,5,2446,-72.7032202088,5.29364101567
2020,EL RETORNO,GUAVIARE,95,95025,21,13722,-72.6271855241,2.33015845935
2018,EL RETORNO,GUAVIARE,95,95025,18,13653,-72.6271855241,2.33015845935
2019,EL RETORNO,GUAVIARE,95,95025,15,13684,-72.6271855241,2.33015845935
2021,EL RETORNO,GUAVIARE,95,95025,12,14010,-72.6271855241,2.33015845935
2016,EL RETORNO,GUAVIARE,95,95025,5,12748,-72.6271855241,2.33015845935
2022,EL RETORNO,GUAVIARE,95,95025,2,14306,-72.6271855241,2.33015845935
2017,EL RETORNO,GUAVIARE,95,95025,1,13131,-72.6271855241,2.33015845935
2016,OTANCHE,BOYACA,15,15507,21,7937,-74.1809678964,5.65753554395
2017,OTANCHE,BOYACA,15,15507,18,8025,-74.1809678964,5.65753554395
2021,OTANCHE,BOYACA,15,15507,10,8061,-74.1809678964,5.65753554395
2018,OTANCHE,BOYACA,15,15507,7,8018,-74.1809678964,5.65753554395
2020,OTANCHE,BOYACA,15,15507,7,8004,-74.1809678964,5.65753554395
2019,OTANCHE,BOYACA,15,15507,5,8002,-74.1809678964,5.65753554395
2022,OTANCHE,BOYACA,15,15507,3,8112,-74.1809678964,5.65753554395
2021,ANZOATEGUI,TOLIMA,73,73043,21,10034,-75.093777187,4.63175549718
2019,ANZOATEGUI,TOLIMA,73,73043,16,10110,-75.093777187,4.63175549718
2018,ANZOATEGUI,TOLIMA,73,73043,12,10217,-75.093777187,4.63175549718
2016,ANZOATEGUI,TOLIMA,73,73043,8,10088,-75.093777187,4.63175549718
2022,ANZOATEGUI,TOLIMA,73,73043,7,10057,-75.093777187,4.63175549718
2017,ANZOATEGUI,TOLIMA,73,73043,6,10151,-75.093777187,4.63175549718
2020,ANZOATEGUI,TOLIMA,73,73043,3,10006,-75.093777187,4.63175549718
2020,RISARALDA,CALDAS,17,17616,21,10568,-75.7672745412,5.16419213427
2021,RISARALDA,CALDAS,17,17616,20,10659,-75.7672745412,5.16419213427
2019,RISARALDA,CALDAS,17,17616,14,10640,-75.7672745412,5.16419213427
2018,RISARALDA,CALDAS,17,17616,10,10815,-75.7672745412,5.16419213427
2017,RISARALDA,CALDAS,17,17616,10,10943,-75.7672745412,5.16419213427
2016,RISARALDA,CALDAS,17,17616,4,11092,-75.7672745412,5.16419213427
2022,RISARALDA,CALDAS,17,17616,2,10753,-75.7672745412,5.16419213427
2019,SUESCA,CUNDINAMARCA,25,25772,21,17902,-73.7982887059,5.1035175118
2018,SUESCA,CUNDINAMARCA,25,25772,20,17021,-73.7982887059,5.1035175118
2021,SUESCA,CUNDINAMARCA,25,25772,19,19485,-73.7982887059,5.1035175118
2020,SUESCA,CUNDINAMARCA,25,25772,16,18741,-73.7982887059,5.1035175118
2017,SUESCA,CUNDINAMARCA,25,25772,14,16250,-73.7982887059,5.1035175118
2016,SUESCA,CUNDINAMARCA,25,25772,6,15594,-73.7982887059,5.1035175118
2022,SUESCA,CUNDINAMARCA,25,25772,3,20098,-73.7982887059,5.1035175118
2018,LA APARTADA,CORDOBA,23,23350,20,14866,-75.3357616802,8.04990063857
2021,LA APARTADA,CORDOBA,23,23350,18,15342,-75.3357616802,8.04990063857
2016,LA APARTADA,CORDOBA,23,23350,15,15093,-75.3357616802,8.04990063857
2020,LA APARTADA,CORDOBA,23,23350,15,15218,-75.3357616802,8.04990063857
2017,LA APARTADA,CORDOBA,23,23350,15,14921,-75.3357616802,8.04990063857
2019,LA APARTADA,CORDOBA,23,23350,11,15058,-75.3357616802,8.04990063857
2022,LA APARTADA,CORDOBA,23,23350,5,15446,-75.3357616802,8.04990063857
2018,GAMEZA,BOYACA,15,15296,20,4850,-72.8055270159,5.80233579091
2017,GAMEZA,BOYACA,15,15296,17,4834,-72.8055270159,5.80233579091
2019,GAMEZA,BOYACA,15,15296,15,4845,-72.8055270159,5.80233579091
2020,GAMEZA,BOYACA,15,15296,14,4851,-72.8055270159,5.80233579091
2022,GAMEZA,BOYACA,15,15296,5,4916,-72.8055270159,5.80233579091
2016,GAMEZA,BOYACA,15,15296,4,4841,-72.8055270159,5.80233579091
2021,GAMEZA,BOYACA,15,15296,3,4885,-72.8055270159,5.80233579091
2018,COROMORO,SANTANDER,68,68217,20,5015,-73.0408156038,6.29499521987
2017,COROMORO,SANTANDER,68,68217,15,5030,-73.0408156038,6.29499521987
2016,COROMORO,SANTANDER,68,68217,8,5125,-73.0408156038,6.29499521987
2020,COROMORO,SANTANDER,68,68217,7,5024,-73.0408156038,6.29499521987
2019,COROMORO,SANTANDER,68,68217,5,5009,-73.0408156038,6.29499521987
