DP;DPNOM;COD_MUNICIPIO;MPNOM;AÑO;ÁREA GEOGRÁFICA;Total
52;Nariño;52838;Túquerres;2021;Total;44565
52;Nariño;52885;Yacuanquer;2021;Total;10955
54;Norte de Santander;54001;San José de Cúcuta;2021;Total;787891
54;Norte de Santander;54003;Ábrego;2021;Total;34395
54;Norte de Santander;54051;Arboledas;2021;Total;10194
54;Norte de Santander;54099;Bochalema;2021;Total;8968
54;Norte de Santander;54109;Bucarasica;2021;Total;6704
54;Norte de Santander;54125;Cácota;2021;Total;2954
54;Norte de Santander;54128;Cáchira;2021;Total;11351
54;Norte de Santander;54172;Chinácota;2021;Total;19120
54;Norte de Santander;54174;Chitagá;2021;Total;12564
54;Norte de Santander;54206;Convención;2021;Total;19916
54;Norte de Santander;54223;Cucutilla;2021;Total;8591
54;Norte de Santander;54239;Durania;2021;Total;4878
54;Norte de Santander;54245;El Carmen;2021;Total;14235
54;Norte de Santander;54250;El Tarra;2021;Total;22230
54;Norte de Santander;54261;El Zulia;2021;Total;29800
54;Norte de Santander;54313;Gramalote;2021;Total;7799
54;Norte de Santander;54344;Hacarí;2021;Total;10748
54;Norte de Santander;54347;Herrán;2021;Total;7426
54;Norte de Santander;54377;Labateca;2021;Total;6664
54;Norte de Santander;54385;La Esperanza;2021;Total;12545
54;Norte de Santander;54398;La Playa;2021;Total;8112
54;Norte de Santander;54405;Los Patios;2021;Total;98569
54;Norte de Santander;54418;Lourdes;2021;Total;4248
54;Norte de Santander;54480;Mutiscua;2021;Total;4593
54;Norte de Santander;54498;Ocaña;2021;Total;131103
54;Norte de Santander;54518;Pamplona;2021;Total;54647
54;Norte de Santander;54520;Pamplonita;2021;Total;5872
54;Norte de Santander;54553;Puerto Santander;2021;Total;9391
54;Norte de Santander;54599;Ragonvalia;2021;Total;6426
54;Norte de Santander;54660;Salazar;2021;Total;10875
54;Norte de Santander;54670;San Calixto;2021;Total;12341
54;Norte de Santander;54673;San Cayetano;2021;Total;7898
54;Norte de Santander;54680;Santiago;2021;Total;3718
54;Norte de Santander;54720;Sardinata;2021;Total;27171
54;Norte de Santander;54743;Silos;2021;Total;6636
54;Norte de Santander;54800;Teorama;2021;Total;17915
54;Norte de Santander;54810;Tibú;2021;Total;59536
54;Norte de Santander;54820;Toledo;2021;Total;16548
54;Norte de Santander;54871;Villa Caro;2021;Total;5376
54;Norte de Santander;54874;Villa del Rosario;2021;Total;112798
63;Quindio;63001;Armenia;2021;Total;308463
63;Quindio;63111;Buenavista;2021;Total;3166
63;Quindio;63130;Calarcá;2021;Total;75796
63;Quindio;63190;Circasia;2021;Total;29413
63;Quindio;63212;Córdoba;2021;Total;5807
63;Quindio;63272;Filandia;2021;Total;12405
63;Quindio;63302;Génova;2021;Total;7536
63;Quindio;63401;La Tebaida;2021;Total;35225
63;Quindio;63470;Montenegro;2021;Total;37966
63;Quindio;63548;Pijao;2021;Total;5182
63;Quindio;63594;Quimbaya;2021;Total;31514
63;Quindio;63690;Salento;2021;Total;9644
66;Risaralda;66001;Pereira;2021;Total;480803
66;Risaralda;66045;Apía;2021;Total;12315
66;Risaralda;66075;Balboa;2021;Total;6346
66;Risaralda;66088;Belén de Umbría;2021;Total;24899
66;Risaralda;66170;Dosquebradas;2021;Total;225554
66;Risaralda;66318;Guática;2021;Total;12203
66;Risaralda;66383;La Celia;2021;Total;7483
66;Risaralda;66400;La Virginia;2021;Total;28197
66;Risaralda;66440;Marsella;2021;Total;16845
66;Risaralda;66456;Mistrató;2021;Total;17390
66;Risaralda;66572;Pueblo Rico;2021;Total;16577
66;Risaralda;66594;Quinchía;2021;Total;27484
66;Risaralda;66682;Santa Rosa de Cabal;2021;Total;80000
66;Risaralda;66687;Santuario;2021;Total;12530
68;Santander;68001;Bucaramanga;2021;Total;614269
68;Santander;68013;Aguada;2021;Total;1888
68;Santander;68020;Albania;2021;Total;4385
68;Santander;68051;Aratoca;2021;Total;8581
68;Santander;68077;Barbosa;2021;Total;33021
68;Santander;68079;Barichara;2021;Total;10935
68;Santander;68081;Barrancabermeja;2021;Total;213061
68;Santander;68092;Betulia;2021;Total;6128
68;Santander;68101;Bolívar;2021;Total;11101
68;Santander;68121;Cabrera;2021;Total;2043
68;Santander;68132;California;2021;Total;2257
68;Santander;68147;Capitanejo;2021;Total;5540
68;Santander;68152;Carcasí;2021;Total;4306
68;Santander;68160;Cepitá;2021;Total;2047
68;Santander;68162;Cerrito;2021;Total;7010
68;Santander;68167;Charalá;2021;Total;12408
68;Santander;68169;Charta;2021;Total;2920
68;Santander;68176;Chimá;2021;Total;2898
68;Santander;68179;Chipatá;2021;Total;5149
68;Santander;68190;Cimitarra;2021;Total;34789
68;Santander;68207;Concepción;2021;Total;5821
68;Santander;68209;Confines;2021;Total;3330
68;Santander;68211;Contratación;2021;Total;3740
68;Santander;68217;Coromoro;2021;Total;5080
68;Santander;68229;Curití;2021;Total;13432
68;Santander;68235;El Carmen de Chucurí;2021;Total;22062
68;Santander;68245;El Guacamayo;2021;Total;2108
68;Santander;68250;El Peñón;2021;Total;5568
68;Santander;68255;El Playón;2021;Total;14193
68;Santander;68264;Encino;2021;Total;2612
68;Santander;68266;Enciso;2021;Total;3483
68;Santander;68271;Florián;2021;Total;5651
68;Santander;68276;Floridablanca;2021;Total;311365
68;Santander;68296;Galán;2021;Total;2923
68;Santander;68298;Gámbita;2021;Total;4057
68;Santander;68307;Girón;2021;Total;173841
68;Santander;68318;Guaca;2021;Total;5974
68;Santander;68320;Guadalupe;2021;Total;4517
68;Santander;68322;Guapotá;2021;Total;2440
68;Santander;68324;Guavatá;2021;Total;4237
68;Santander;68327;Güepsa;2021;Total;5368
68;Santander;68344;Hato;2021;Total;2396
68;Santander;68368;Jesús María;2021;Total;3376
68;Santander;68370;Jordán;2021;Total;1351
68;Santander;68377;La Belleza;2021;Total;6246
68;Santander;68385;Landázuri;2021;Total;10705
68;Santander;68397;La Paz;2021;Total;4971
68;Santander;68406;Lebrija;2021;Total;44667
68;Santander;68418;Los Santos;2021;Total;14954
68;Santander;68425;Macaravita;2021;Total;2127
68;Santander;68432;Málaga;2021;Total;21912
68;Santander;68444;Matanza;2021;Total;5091
68;Santander;68464;Mogotes;2021;Total;10765
68;Santander;68468;Molagavita;2021;Total;4151
68;Santander;68498;Ocamonte;2021;Total;5874
68;Santander;68500;Oiba;2021;Total;11299
68;Santander;68502;Onzaga;2021;Total;4127
68;Santander;68522;Palmar;2021;Total;1423
68;Santander;68524;Palmas del Socorro;2021;Total;2655
68;Santander;68533;Páramo;2021;Total;4924
68;Santander;68547;Piedecuesta;2021;Total;185020
68;Santander;68549;Pinchote;2021;Total;5445
68;Santander;68572;Puente Nacional;2021;Total;15008
68;Santander;68573;Puerto Parra;2021;Total;8107
68;Santander;68575;Puerto Wilches;2021;Total;34585
68;Santander;68615;Rionegro;2021;Total;27361
68;Santander;68655;Sabana de Torres;2021;Total;34945
68;Santander;68669;San Andrés;2021;Total;8691
68;Santander;68673;San Benito;2021;Total;3005
68;Santander;68679;San Gil;2021;Total;60342
68;Santander;68682;San Joaquín;2021;Total;2232
68;Santander;68684;San José de Miranda;2021;Total;4336
68;Santander;68686;San Miguel;2021;Total;2505
68;Santander;68689;San Vicente de Chucurí;2021;Total;33965
68;Santander;68705;Santa Bárbara;2021;Total;2475
68;Santander;68720;Santa Helena del Opón;2021;Total;3449
68;Santander;68745;Simacota;2021;Total;10339
68;Santander;68755;Socorro;2021;Total;34007
68;Santander;68770;Suaita;2021;Total;10270
68;Santander;68773;Sucre;2021;Total;7142
68;Santander;68780;Suratá;2021;Total;4031
68;Santander;68820;Tona;2021;Total;7805
68;Santander;68855;Valle de San José;2021;Total;6406
68;Santander;68861;Vélez;2021;Total;25498
68;Santander;68867;Vetas;2021;Total;2192
68;Santander;68872;Villanueva;2021;Total;8070
68;Santander;68895;Zapatoca;2021;Total;9672
70;Sucre;70001;Sincelejo;2021;Total;298062
70;Sucre;70110;Buenavista;2021;Total;11117
70;Sucre;70124;Caimito;2021;Total;16252
70;Sucre;70204;Coloso;2021;Total;8852
70;Sucre;70215;Corozal;2021;Total;71843
70;Sucre;70221;Coveñas;2021;Total;19789
70;Sucre;70230;Chalán;2021;Total;4667
70;Sucre;70233;El Roble;2021;Total;10585
70;Sucre;70235;Galeras;2021;Total;23563
70;Sucre;70265;Guaranda;2021;Total;18861
70;Sucre;70400;La Unión;2021;Total;13176
70;Sucre;70418;Los Palmitos;2021;Total;24213
70;Sucre;70429;Majagual;2021;Total;38834
70;Sucre;70473;Morroa;2021;Total;16080
70;Sucre;70508;Ovejas;2021;Total;23759
70;Sucre;70523;Palmito;2021;Total;15267
70;Sucre;70670;Sampués;2021;Total;49501
70;Sucre;70678;San Benito Abad;2021;Total;30184
70;Sucre;70702;San Juan de Betulia;2021;Total;14387
70;Sucre;70708;San Marcos;2021;Total;61412
70;Sucre;70713;San Onofre;2021;Total;51813
70;Sucre;70717;San Pedro;2021;Total;19475
70;Sucre;70742;San Luis de Sincé;2021;Total;32343
70;Sucre;70771;Sucre;2021;Total;31239
70;Sucre;70820;Santiago de Tolú;2021;Total;34587
70;Sucre;70823;Tolú Viejo;2021;Total;22596
73;Tolima;73001;Ibagué;2021;Total;542724
73;Tolima;73024;Alpujarra;2021;Total;4470
73;Tolima;73026;Alvarado;2021;Total;8739
73;Tolima;73030;Ambalema;2021;Total;6579
73;Tolima;73043;Anzoátegui;2021;Total;10034
73;Tolima;73055;Armero;2021;Total;12072
73;Tolima;73067;Ataco;2021;Total;19171
73;Tolima;73124;Cajamarca;2021;Total;18494
73;Tolima;73148;Carmen de Apicalá;2021;Total;10479
73;Tolima;73152;Casabianca;2021;Total;6315
73;Tolima;73168;Chaparral;2021;Total;50889
73;Tolima;73200;Coello;2021;Total;8345
73;Tolima;73217;Coyaima;2021;Total;22553
73;Tolima;73226;Cunday;2021;Total;8395
73;Tolima;73236;Dolores;2021;Total;8208
73;Tolima;73268;Espinal;2021;Total;71221
73;Tolima;73270;Falan;2021;Total;7407
73;Tolima;73275;Flandes;2021;Total;28700
73;Tolima;73283;Fresno;2021;Total;31278
73;Tolima;73319;Guamo;2021;Total;32864
73;Tolima;73347;Herveo;2021;Total;7233
73;Tolima;73349;Honda;2021;Total;24611
73;Tolima;73352;Icononzo;2021;Total;11926
73;Tolima;73408;Lérida;2021;Total;18669
73;Tolima;73411;Líbano;2021;Total;36332
73;Tolima;73443;Mariquita;2021;Total;38448
73;Tolima;73449;Melgar;2021;Total;37795
73;Tolima;73461;Murillo;2021;Total;4155
73;Tolima;73483;Natagaima;2021;Total;14713
73;Tolima;73504;Ortega;2021;Total;34416
73;Tolima;73520;Palocabildo;2021;Total;9843
73;Tolima;73547;Piedras;2021;Total;6781
73;Tolima;73555;Planadas;2021;Total;25871
73;Tolima;73563;Prado;2021;Total;8439
73;Tolima;73585;Purificación;2021;Total;23604
73;Tolima;73616;Rioblanco;2021;Total;22680
73;Tolima;73622;Roncesvalles;2021;Total;5494
73;Tolima;73624;Rovira;2021;Total;21551
73;Tolima;73671;Saldaña;2021;Total;14514
73;Tolima;73675;San Antonio;2021;Total;12605
73;Tolima;73678;San Luis;2021;Total;13489
73;Tolima;73686;Santa Isabel;2021;Total;5689
73;Tolima;73770;Suárez;2021;Total;3783
73;Tolima;73854;Valle de San Juan;2021;Total;5375
73;Tolima;73861;Venadillo;2021;Total;12759
73;Tolima;73870;Villahermosa;2021;Total;9212
73;Tolima;73873;Villarrica;2021;Total;4974
76;Valle del Cauca;76001;Cali;2021;Total;2264748
76;Valle del Cauca;76020;Alcalá;2021;Total;14375
76;Valle del Cauca;76036;Andalucía;2021;Total;22716
76;Valle del Cauca;76041;Ansermanuevo;2021;Total;17409
76;Valle del Cauca;76054;Argelia;2021;Total;5205
76;Valle del Cauca;76100;Bolívar;2021;Total;15798
76;Valle del Cauca;76109;Buenaventura;2021;Total;313508
76;Valle del Cauca;76111;Guadalajara de Buga;2021;Total;129639
76;Valle del Cauca;76113;Bugalagrande;2021;Total;24597
76;Valle del Cauca;76122;Caicedonia;2021;Total;28674
76;Valle del Cauca;76126;Calima;2021;Total;18364
76;Valle del Cauca;76130;Candelaria;2021;Total;94736
76;Valle del Cauca;76147;Cartago;2021;Total;138042
76;Valle del Cauca;76233;Dagua;2021;Total;49279
76;Valle del Cauca;76243;El Águila;2021;Total;8608
76;Valle del Cauca;76246;El Cairo;2021;Total;6541
76;Valle del Cauca;76248;El Cerrito;2021;Total;57441
76;Valle del Cauca;76250;El Dovio;2021;Total;8662
76;Valle del Cauca;76275;Florida;2021;Total;58273
76;Valle del Cauca;76306;Ginebra;2021;Total;23174
76;Valle del Cauca;76318;Guacarí;2021;Total;33759
76;Valle del Cauca;76364;Jamundí;2021;Total;168079
76;Valle del Cauca;76377;La Cumbre;2021;Total;16598
76;Valle del Cauca;76400;La Unión;2021;Total;34685
76;Valle del Cauca;76403;La Victoria;2021;Total;11931
76;Valle del Cauca;76497;Obando;2021;Total;12107
76;Valle del Cauca;76520;Palmira;2021;Total;356259
76;Valle del Cauca;76563;Pradera;2021;Total;48424
76;Valle del Cauca;76606;Restrepo;2021;Total;15386
76;Valle del Cauca;76616;Riofrío;2021;Total;15546
76;Valle del Cauca;76622;Roldanillo;2021;Total;36984
76;Valle del Cauca;76670;San Pedro;2021;Total;17297
76;Valle del Cauca;76736;Sevilla;2021;Total;41374
76;Valle del Cauca;76823;Toro;2021;Total;14466
76;Valle del Cauca;76828;Trujillo;2021;Total;19084
76;Valle del Cauca;76834;Tuluá;2021;Total;220032
76;Valle del Cauca;76845;Ulloa;2021;Total;5410
76;Valle del Cauca;76863;Versalles;2021;Total;6987
76;Valle del Cauca;76869;Vijes;2021;Total;12953
76;Valle del Cauca;76890;Yotoco;2021;Total;16284
76;Valle del Cauca;76892;Yumbo;2021;Total;110683
76;Valle del Cauca;76895;Zarzal;2021;Total;42635
81;Arauca;81001;Arauca;2021;Total;99143
81;Arauca;81065;Arauquita;2021;Total;57562
81;Arauca;81220;Cravo Norte;2021;Total;4242
81;Arauca;81300;Fortul;2021;Total;20629
81;Arauca;81591;Puerto Rondón;2021;Total;5036
81;Arauca;81736;Saravena;2021;Total;64520
81;Arauca;81794;Tame;2021;Total;50138
85;Casanare;85001;Yopal;2021;Total;179355
85;Casanare;85010;Aguazul;2021;Total;38360
85;Casanare;85015;Chámeza;2021;Total;2659
85;Casanare;85125;Hato Corozal;2021;Total;12219
85;Casanare;85136;La Salina;2021;Total;1382
85;Casanare;85139;Maní;2021;Total;17624
85;Casanare;85162;Monterrey;2021;Total;18175
85;Casanare;85225;Nunchía;2021;Total;8793
85;Casanare;85230;Orocué;2021;Total;12768
85;Casanare;85250;Paz de Ariporo;2021;Total;37690
85;Casanare;85263;Pore;2021;Total;12170
85;Casanare;85279;Recetor;2021;Total;1813
85;Casanare;85300;Sabanalarga;2021;Total;3602
85;Casanare;85315;Sácama;2021;Total;2078
85;Casanare;85325;San Luis de Palenque;2021;Total;8423
85;Casanare;85400;Támara;2021;Total;6627
85;Casanare;85410;Tauramena;2021;Total;25410
85;Casanare;85430;Trinidad;2021;Total;13573
85;Casanare;85440;Villanueva;2021;Total;36517
86;Putumayo;86001;Mocoa;2021;Total;59755
86;Putumayo;86219;Colón;2021;Total;5606
86;Putumayo;86320;Orito;2021;Total;39273
86;Putumayo;86568;Puerto Asís;2021;Total;68143
86;Putumayo;86569;Puerto Caicedo;2021;Total;16226
86;Putumayo;86571;Puerto Guzmán;2021;Total;37173
86;Putumayo;86573;Puerto Leguízamo;2021;Total;29903
86;Putumayo;86749;Sibundoy;2021;Total;15687
86;Putumayo;86755;San Francisco;2021;Total;5643
86;Putumayo;86757;San Miguel;2021;Total;19703
86;Putumayo;86760;Santiago;2021;Total;7408
86;Putumayo;86865;Valle del Guamuez;2021;Total;35140
86;Putumayo;86885;Villagarzón;2021;Total;24425
88;Archipiélago de San Andrés;88001;San Andrés;2021;Total;58316
88;Archipiélago de San Andrés;88564;Providencia;2021;Total;6356
91;Amazonas;91001;Leticia;2021;Total;50811
91;Amazonas;91263;El Encanto (CD);2021;Total;2093
91;Amazonas;91405;La Chorrera (CD);2021;Total;2978
91;Amazonas;91407;La Pedrera (CD);2021;Total;3978
91;Amazonas;91430;La Victoria (CD);2021;Total;667
91;Amazonas;91460;Miriti - Paraná (CD);2021;Total;1894
91;Amazonas;91530;Puerto Alegría (CD);2021;Total;777
91;Amazonas;91536;Puerto Arica (CD);2021;Total;1050
91;Amazonas;91540;Puerto Nariño;2021;Total;10460
91;Amazonas;91669;Puerto Santander (CD);2021;Total;1786
91;Amazonas;91798;Tarapacá (CD);2021;Total;3970
94;Guainía;94001;Inírida;2021;Total;34401
94;Guainía;94343;Barrancominas;2021;Total;9104
94;Guainía;94663;Mapiripana (CD);2021;Total;0
94;Guainía;94883;San Felipe (CD);2021;Total;1753
94;Guainía;94884;Puerto Colombia (CD);2021;Total;1995
94;Guainía;94885;La Guadalupe (CD);2021;Total;298
94;Guainía;94886;Cacahual (CD);2021;Total;908
94;Guainía;94887;Pana Pana (CD);2021;Total;2023
94;Guainía;94888;Morichal (CD);2021;Total;968
95;Guaviare;95001;San José del Guaviare;2021;Total;57004
95;Guaviare;95015;Calamar;2021;Total;10282
95;Guaviare;95025;El Retorno;2021;Total;14010
95;Guaviare;95200;Miraflores;2021;Total;7194
97;Vaupés;97001;Mitú;2021;Total;34307
97;Vaupés;97161;Carurú;2021;Total;3349
97;Vaupés;97511;Pacoa (CD);2021;Total;4649
97;Vaupés;97666;Taraira;2021;Total;2534
97;Vaupés;97777;Papunahua (CD);2021;Total;816
97;Vaupés;97889;Yavaraté (CD);2021;Total;1153
99;Vichada;99001;Puerto Carreño;2021;Total;20578
99;Vichada;99524;La Primavera;2021;Total;9743
99;Vichada;99624;Santa Rosalía;2021;Total;4252
99;Vichada;99773;Cumaribo;2021;Total;79984
5;Antioquia;5001;Medellín;2022;Total;2612958
5;Antioquia;5002;Abejorral;2022;Total;20920
5;Antioquia;5004;Abriaquí;2022;Total;2820
5;Antioquia;5021;Alejandría;2022;Total;4845
5;Antioquia;5030;Amagá;2022;Total;32259
5;Antioquia;5031;Amalfi;2022;Total;27921
5;Antioquia;5034;Andes;2022;Total;45577
5;Antioquia;5036;Angelópolis;2022;Total;6023
5;Antioquia;5038;Angostura;2022;Total;11896
5;Antioquia;5040;Anorí;2022;Total;19704
5;Antioquia;5042;Santafé de Antioquia;2022;Total;27844
5;Antioquia;5044;Anzá;2022;Total;7393
5;Antioquia;5045;Apartadó;2022;Total;131754
5;Antioquia;5051;Arboletes;2022;Total;31462
5;Antioquia;5055;Argelia;2022;Total;7780
5;Antioquia;5059;Armenia;2022;Total;5232
5;Antioquia;5079;Barbosa;2022;Total;56053
5;Antioquia;5086;Belmira;2022;Total;6307
5;Antioquia;5088;Bello;2022;Total;569488
5;Antioquia;5091;Betania;2022;Total;10605
5;Antioquia;5093;Betulia;2022;Total;16392
5;Antioquia;5101;Ciudad Bolívar;2022;Total;27134
5;Antioquia;5107;Briceño;2022;Total;8373
5;Antioquia;5113;Buriticá;2022;Total;9934
5;Antioquia;5120;Cáceres;2022;Total;31309
5;Antioquia;5125;Caicedo;2022;Total;8802
5;Antioquia;5129;Caldas;2022;Total;86042
5;Antioquia;5134;Campamento;2022;Total;9531
5;Antioquia;5138;Cañasgordas;2022;Total;16037
5;Antioquia;5142;Caracolí;2022;Total;4673
5;Antioquia;5145;Caramanta;2022;Total;4793
5;Antioquia;5147;Carepa;2022;Total;52749
5;Antioquia;5148;El Carmen de Viboral;2022;Total;64546
5;Antioquia;5150;Carolina;2022;Total;4096
5;Antioquia;5154;Caucasia;2022;Total;98423
5;Antioquia;5172;Chigorodó;2022;Total;61714
5;Antioquia;5190;Cisneros;2022;Total;10246
5;Antioquia;5197;Cocorná;2022;Total;15296
5;Antioquia;5206;Concepción;2022;Total;4906
5;Antioquia;5209;Concordia;2022;Total;22364
5;Antioquia;5212;Copacabana;2022;Total;84389
5;Antioquia;5234;Dabeiba;2022;Total;24242
5;Antioquia;5237;Donmatías;2022;Total;20328
5;Antioquia;5240;Ebéjico;2022;Total;12512
5;Antioquia;5250;El Bagre;2022;Total;55525
5;Antioquia;5264;Entrerríos;2022;Total;12096
5;Antioquia;5266;Envigado;2022;Total;249800
5;Antioquia;5282;Fredonia;2022;Total;25526
5;Antioquia;5284;Frontino;2022;Total;21346
5;Antioquia;5306;Giraldo;2022;Total;5929
5;Antioquia;5308;Girardota;2022;Total;56148
5;Antioquia;5310;Gómez Plata;2022;Total;10230
5;Antioquia;5313;Granada;2022;Total;10069
5;Antioquia;5315;Guadalupe;2022;Total;6873
5;Antioquia;5318;Guarne;2022;Total;59985
5;Antioquia;5321;Guatapé;2022;Total;8981
5;Antioquia;5347;Heliconia;2022;Total;5563
5;Antioquia;5353;Hispania;2022;Total;5765
5;Antioquia;5360;Itagüí;2022;Total;299098
5;Antioquia;5361;Ituango;2022;Total;28656
5;Antioquia;5364;Jardín;2022;Total;15293
5;Antioquia;5368;Jericó;2022;Total;14133
5;Antioquia;5376;La Ceja;2022;Total;70470
5;Antioquia;5380;La Estrella;2022;Total;77888
5;Antioquia;5390;La Pintada;2022;Total;8726
5;Antioquia;5400;La Unión;2022;Total;23094
5;Antioquia;5411;Liborina;2022;Total;10405
5;Antioquia;5425;Maceo;2022;Total;8505
5;Antioquia;5440;Marinilla;2022;Total;70024
5;Antioquia;5467;Montebello;2022;Total;6848
5;Antioquia;5475;Murindó;2022;Total;5398
5;Antioquia;5480;Mutatá;2022;Total;14838
5;Antioquia;5483;Nariño;2022;Total;10257
5;Antioquia;5490;Necoclí;2022;Total;45503
5;Antioquia;5495;Nechí;2022;Total;28213
5;Antioquia;5501;Olaya;2022;Total;3274
5;Antioquia;5541;Peñol;2022;Total;22448
5;Antioquia;5543;Peque;2022;Total;8543
5;Antioquia;5576;Pueblorrico;2022;Total;9007
5;Antioquia;5579;Puerto Berrío;2022;Total;41983
5;Antioquia;5585;Puerto Nare;2022;Total;14890
5;Antioquia;5591;Puerto Triunfo;2022;Total;19566
5;Antioquia;5604;Remedios;2022;Total;30559
5;Antioquia;5607;Retiro;2022;Total;25534
5;Antioquia;5615;Rionegro;2022;Total;147484
5;Antioquia;5628;Sabanalarga;2022;Total;9567
5;Antioquia;5631;Sabaneta;2022;Total;90743
5;Antioquia;5642;Salgar;2022;Total;18831
5;Antioquia;5647;San Andrés de Cuerquía;2022;Total;7508
5;Antioquia;5649;San Carlos;2022;Total;16304
5;Antioquia;5652;San Francisco;2022;Total;6074
5;Antioquia;5656;San Jerónimo;2022;Total;16520
5;Antioquia;5658;San José de La Montaña;2022;Total;3882
5;Antioquia;5659;San Juan de Urabá;2022;Total;21608
5;Antioquia;5660;San Luis;2022;Total;13532
5;Antioquia;5664;San Pedro de Los Milagros;2022;Total;23603
5;Antioquia;5665;San Pedro de Urabá;2022;Total;33150
5;Antioquia;5667;San Rafael;2022;Total;16151
5;Antioquia;5670;San Roque;2022;Total;22271
5;Antioquia;5674;San Vicente;2022;Total;23170
5;Antioquia;5679;Santa Bárbara;2022;Total;28034
5;Antioquia;5686;Santa Rosa de Osos;2022;Total;39058
5;Antioquia;5690;Santo Domingo;2022;Total;12708
5;Antioquia;5697;El Santuario;2022;Total;37747
5;Antioquia;5736;Segovia;2022;Total;40607
5;Antioquia;5756;Sonsón;2022;Total;37767
5;Antioquia;5761;Sopetrán;2022;Total;15996
5;Antioquia;5789;Támesis;2022;Total;16706
5;Antioquia;5790;Tarazá;2022;Total;28868
5;Antioquia;5792;Tarso;2022;Total;6425
5;Antioquia;5809;Titiribí;2022;Total;11053
5;Antioquia;5819;Toledo;2022;Total;5200
5;Antioquia;5837;Turbo;2022;Total;134278
5;Antioquia;5842;Uramita;2022;Total;7114
5;Antioquia;5847;Urrao;2022;Total;31839
5;Antioquia;5854;Valdivia;2022;Total;14542
5;Antioquia;5856;Valparaíso;2022;Total;6674
5;Antioquia;5858;Vegachí;2022;Total;12414
5;Antioquia;5861;Venecia;2022;Total;12080
5;Antioquia;5873;Vigía del Fuerte;2022;Total;9717
5;Antioquia;5885;Yalí;2022;Total;7921
5;Antioquia;5887;Yarumal;2022;Total;44009
5;Antioquia;5890;Yolombó;2022;Total;24239
5;Antioquia;5893;Yondó;2022;Total;20741
5;Antioquia;5895;Zaragoza;2022;Total;26510
8;Atlántico;8001;Barranquilla;2022;Total;1312473
8;Atlántico;8078;Baranoa;2022;Total;69075
8;Atlántico;8137;Campo de La Cruz;2022;Total;24274
8;Atlántico;8141;Candelaria;2022;Total;17714
8;Atlántico;8296;Galapa;2022;Total;69045
8;Atlántico;8372;Juan de Acosta;2022;Total;23439
8;Atlántico;8421;Luruaco;2022;Total;31230
8;Atlántico;8433;Malambo;2022;Total;143781
8;Atlántico;8436;Manatí;2022;Total;22090
8;Atlántico;8520;Palmar de Varela;2022;Total;31969
8;Atlántico;8549;Piojó;2022;Total;7302
8;Atlántico;8558;Polonuevo;2022;Total;20135
8;Atlántico;8560;Ponedera;2022;Total;26505
8;Atlántico;8573;Puerto Colombia;2022;Total;55269
8;Atlántico;8606;Repelón;2022;Total;28945
8;Atlántico;8634;Sabanagrande;2022;Total;36144
8;Atlántico;8638;Sabanalarga;2022;Total;103050
8;Atlántico;8675;Santa Lucía;2022;Total;17617
8;Atlántico;8685;Santo Tomás;2022;Total;32960
8;Atlántico;8758;Soledad;2022;Total;685106
8;Atlántico;8770;Suan;2022;Total;12949
8;Atlántico;8832;Tubará;2022;Total;19415
8;Atlántico;8849;Usiacurí;2022;Total;13538
11;Bogotá, D.C.;11001;Bogotá, D.C.;2022;Total;7901653
13;Bolívar;13001;Cartagena de Indias;2022;Total;1055035
13;Bolívar;13006;Achí;2022;Total;25531
13;Bolívar;13030;Altos del Rosario;2022;Total;11881
13;Bolívar;13042;Arenal;2022;Total;7974
13;Bolívar;13052;Arjona;2022;Total;75615
13;Bolívar;13062;Arroyohondo;2022;Total;8933
13;Bolívar;13074;Barranco de Loba;2022;Total;15566
13;Bolívar;13140;Calamar;2022;Total;23683
13;Bolívar;13160;Cantagallo;2022;Total;8918
13;Bolívar;13188;Cicuco;2022;Total;14668
13;Bolívar;13212;Córdoba;2022;Total;16892
13;Bolívar;13222;Clemencia;2022;Total;15848
13;Bolívar;13244;El Carmen de Bolívar;2022;Total;74436
13;Bolívar;13248;El Guamo;2022;Total;9212
13;Bolívar;13268;El Peñón;2022;Total;8281
13;Bolívar;13300;Hatillo de Loba;2022;Total;13345
13;Bolívar;13430;Magangué;2022;Total;143710
13;Bolívar;13433;Mahates;2022;Total;30105
13;Bolívar;13440;Margarita;2022;Total;11392
13;Bolívar;13442;María La Baja;2022;Total;49686
13;Bolívar;13458;Montecristo;2022;Total;18054
13;Bolívar;13468;Mompós;2022;Total;47585
13;Bolívar;13473;Morales;2022;Total;23940
13;Bolívar;13490;Norosí;2022;Total;10207
13;Bolívar;13549;Pinillos;2022;Total;25333
13;Bolívar;13580;Regidor;2022;Total;7412
13;Bolívar;13600;Río Viejo;2022;Total;11008
13;Bolívar;13620;San Cristóbal;2022;Total;8788
13;Bolívar;13647;San Estanislao;2022;Total;19613
13;Bolívar;13650;San Fernando;2022;Total;13355
13;Bolívar;13654;San Jacinto;2022;Total;25175
13;Bolívar;13655;San Jacinto del Cauca;2022;Total;10915
13;Bolívar;13657;San Juan Nepomuceno;2022;Total;39506
13;Bolívar;13667;San Martín de Loba;2022;Total;15275
13;Bolívar;13670;San Pablo;2022;Total;29476
13;Bolívar;13673;Santa Catalina;2022;Total;15327
13;Bolívar;13683;Santa Rosa;2022;Total;22982
13;Bolívar;13688;Santa Rosa del Sur;2022;Total;35452
